x,y,Position
-8.530192,2.5955784,Business Development Manager
-1.7993071,6.230452,Head of Alliances 
-0.25953987,-8.069975,Profesor del Master en Big Data
-28.63702,3.2559488,Trainer in Statistics | Data Science | A/B Testing | Synthetic Data | Digital Transformation |GROWTH
-22.44447,-13.87396,Senior Data Scientist
5.615011,-19.972807,Cientifico de Datos - Senior Manager
18.892908,-23.940598,Analista de datos
-18.808874,23.002665,Data and Fulfillment Lead
25.084213,0.47677267,Docente de formación no reglada
-26.546011,2.300694,COE Data Analyst 
-25.165926,-2.7399786,Cognitive Consultant | Data Scientist
-21.179699,-9.556885,Data Science Manager
-14.771533,-21.434883,Data Analyst
-31.58942,-11.961775,Data Engineer
-17.326653,-18.644331,Data & Analytics Specialist
-16.8063,-9.934075,Big Data Director
-7.1746087,4.7459083,Partnerships Manager
-12.393988,-5.8725057,Consulting Manager and Co-founder at Wātea!
0.21425398,-20.190556,CEO de tradingeinversiones.com
13.133673,-4.5037007,Gerente de productos
24.705044,9.655401,Lider de Gobernanza
-12.882794,8.317171,DEV PM Jr & IT Coordinator 
-29.049688,2.0298085,Data Science
-19.2898,13.454414,Feature Engineer (Product Owner) at ING
24.037148,7.3501472,Encargado de RR. HH.
10.125744,-9.160671,Cajero del servicio de atención al cliente
-13.314424,13.373924,Laywer
-26.06249,-4.5168204,BI & Data Analyst
-30.941889,-2.6514225,Junior Data Analyst
-22.348722,0.66644895,CRM BI Analyst
-26.100449,-20.361721,Data Scientist
8.767231,13.127578,Técnico Central
-16.360712,0.2813128,Database Administrator
-17.885487,-5.408069,Business Analyst
-19.022158,23.458775,BIM Modeler
-28.43705,-3.578232,Technician-Big Data developer
-26.140123,-20.350796,Data Scientist
-24.727995,-10.349537,Jr Data Scientist
20.427198,7.8239183,Beca postgrado INE
-28.562101,-3.3679013,Big Data Engineer
-19.105862,-2.7331705,Ssr Business Intelligence Analyst @Mercadolibre
-19.986427,16.06555,Solutions Assistant
-1.9402831,3.8883812,Chief Operating Officer
11.764355,-17.095926,Especialista en departamento de logística
-18.003277,22.953526,Machine Learning Manager
-12.808307,3.654414,Consultant at FS-consulting
-32.64724,7.377803,Senior Data Engineer & AI Specialist
-23.237532,-7.8001723,Data & Analitics Senior Consultant
-21.024357,10.415536,DL/ML Engineer
-5.4107447,27.05259,Quantum Machine Learning Leader
-20.286764,-4.5028706,Information Technology Analyst
-14.162619,18.459904,Skills and Communication Trainer
-21.493404,-7.2715793,Programador Junior Business Intelligence
-4.1060953,8.819666,Business Owner
10.419643,-5.5088,Propietario de la empresa
-11.147379,16.90773,Lead Teacher
-14.929763,21.320017,Freelance
-14.855988,-13.348739,Head of Data Visualization & Analytics
1.9847231,-5.4976196,Profesor
-9.427366,-5.346586,Marketing Specialist
-19.519293,5.851056,Engineer
18.892904,-23.940626,Analista de datos
-23.762466,2.572832,Marketing business intelligence
-20.149525,23.53716,Data Quality
-26.257812,2.2785358,Data Analyst DIA (Aeroengy)
-15.493141,23.607828,Deep Learning & Computer Vision squad member
18.892874,-23.940567,Analista de datos
8.5215845,-1.5818259,Analista de Revenue Management
-29.388483,-2.8643858,Data Scientist Machine Learning Engineer
-19.602942,-0.12120566,Marketing Strategy and Analytics Consultant
-14.8693,0.11863851,Consultant Analyst
-23.6483,-7.214393,Data & Analytics Consultant
-30.06922,-6.008775,Junior Data Collection Engineer
25.507053,6.1573625,Soporte a la Preventa
-19.546711,-3.5859938,Business Analyst - SME
-20.050785,18.648966,Training Manager - datahack group
-31.589725,-11.962556,Data Engineer
-23.930197,-11.770103,Data Science Associate
-16.805511,23.322128,Artificial Intelligence 
7.3029566,-23.07821,Administracion
-9.886729,18.308853,Scripter
34.999462,-3.8945467,Ejecutivo comercial
12.953687,9.183182,Científico de datos
-5.7221136,23.901276,Networking and telecommunication
-28.45078,-6.374856,"Senior Data Engineer, IT Architecture & Analytics"
-18.659613,21.12646,Data Collection & Marketing Analytics
-2.9959862,-11.713844,Analista Big Data
-16.42039,1.0491668,International Talent Analyst
-18.895159,0.074306086,"Junior Business Analyst, Inventory Management"
-14.780689,-21.434072,Data Analyst
5.323054,-22.33469,Administrador de Expediente Digital
5.103793,14.211868,Country Leader 3M Bolivia
7.933557,4.1465764,Analista de Inteligencia y Modelamiento
-37.168488,-2.524958,Software Engineer
6.9923277,-3.9519753,marketing de afiliados
-29.049688,2.0298085,Data Science
-10.615151,12.026529,Corporate English Consultant
-25.436352,-7.587128,Information Analyst
-2.4332182,3.7246,Chief Strategy Officer
12.953803,9.183099,Científico de datos
9.011177,4.312719,Analista de proyectos de Transformación Digital
-31.584208,-11.950389,Data Engineer
10.056939,4.8277736,Técnico de sistemas de información geográfica
20.045378,-18.323704,Analista de Seleccion y Desarrollo
-11.977112,-1.2636473,Associate - GRC Financiero
-13.723453,-0.0600807,Associate Consultant
21.166334,11.401646,Gerente de Ventas México y LATAM
-1.2101842,4.2521777,Chief Executive Officer
-0.78954715,-8.0660095,Consultor en Machine Learning
-12.760019,0.6463074,HR Specialist
0.22661276,-28.053858,Directora Ejecutiva
-31.014977,3.8403738,Machine Learning Researcher
-6.0381336,-7.317172,Sr. Director - Strategic Accounts
-34.939903,8.006474,Machine Learning Engineer
-24.317194,-20.853182,Data Scientist
-17.884296,-5.4073687,Business Analyst
5.4158506,-21.998053,Administrador de sistemas de TI
-27.601685,0.26196095,Big Data Analyst
-16.594194,8.238782,IT Recruiter
-30.136705,-6.1950936,Junior Data Engineer
-17.292336,3.5279026,Researcher and Developer at Toobatech Company
-15.153156,13.589997,University Lecturer
-1.6232553,-0.81040424,CEO
-17.710886,5.807064,Technical Consultant
12.95369,9.183162,Científico de datos
-27.378473,6.175215,GCP Data Engineer 
-4.2018228,8.953459,Business Partner
27.279612,3.6352947,Docente a tiempo parcial
-24.319386,-20.849377,Data Scientist
-24.371527,-10.045098,Tutor of Data Science
-23.996225,-6.5164833,Principal Data Analytics Consultant
4.417343,10.681669,Presidente
-31.052807,9.174052,Machine Learning Engineer Expert
9.609432,-15.076768,Analista de sistemas sénior
2.7954075,16.918287,Founder and CEO
-24.319386,-20.849377,Data scientist
-20.961592,-2.0997818,Junior Business Intelligence Consultant
-24.317194,-20.853182,Data Scientist
13.536549,10.093248,Intérprete de datos
0.34405854,-15.815609,Directora General de Ciencias de la Información
18.583921,-20.104696,Analista de TI
-1.9930454,-26.793938,Director ejecutivo
-26.061487,-9.018925,Data Analyst Senior | Data & Analytics
-22.510115,-6.3939877,Business Data Analyst
-3.275974,17.36368,Product Owner
15.804914,7.6446524,Analista de reclutamiento TI
-5.513465,6.768513,Senior Partner and Managing Director
-14.863788,-12.7834425,Head of Advanced Analytics
-5.162152,-6.5038815,Chief Business Development Officer
-27.168922,1.0156702,Data Assistant
0.0013480671,-7.9519424,Subdirector de Riesgos | Data Scientist
-23.96247,17.58948,SFCC Developer
-16.594027,8.238294,IT Recruiter
-24.118277,-1.6681461,Senior Data Visualization Analyst & BI Project Lead
1.4343553,17.809464,CEO & Co-founder
-31.643293,-11.921002,Data Engineer
2.6526103,18.207195,Co-Founder & CEO
13.906866,10.661502,Técnico de bases de datos
-29.450191,2.7198071,Data Scientist in Creative Data
-24.317194,-20.853182,Data Scientist
-8.713439,22.121134,BPO Business Process Outsourcing
12.95369,9.183162,Científico de datos
-26.124681,4.717152,Data Analytics Manager
-25.406387,-4.481529,Project Data Analyst
-24.330809,-20.831583,Data Scientist
-7.8156867,-5.854678,Sales Manager
-29.378876,-2.5700443,DATA PRACTITIONER-DATA TECHNICIAN
-19.50496,22.744928,Analytics Translator Lead
-11.940136,17.724873,Tutor
-14.900653,-14.793166,Head of Data Science
-22.449709,-13.877112,Senior Data Scientist
-27.282587,1.448215,Specialist Data Analytics
-28.006365,4.2900276,Junior Big Data Analytics
14.736632,7.3729486,Analista de Impacto y Sostenibilidad
24.394402,-2.6223073,gestor de prestaciones
-0.36074919,-10.426198,Líder de Marketing Intelligence
3.6713223,-23.203594,Director de proyecto
-10.5688925,21.750572,Agile Delivery Lead
19.204702,-6.4789042,Coordinadora de proyectos de TI
24.32017,19.857803,Socio Gerente
13.133576,-4.5036545,Gerente de productos
-1.5290421,-24.904066,Directora de RRHH
2.2755213,15.079274,Co-Founder & CEO | Director General
-15.473648,23.601643,Technical Solution Architect - Cognitive Computing
25.614592,-3.6166058,GERENCIA DE PROYECTOS
-14.929763,21.320017,Freelance
0.3262611,-19.779587,"Socio fundador, CEO"
-4.9941216,4.503641,Head of the workplace health and safety (WHS) Office Section
16.499224,-14.396569,Responsable de planificación de inventario
18.566477,-9.794336,Especialista de selección de personal
-21.523838,-7.0518394,BI Analyst
-10.32103,-6.0102997,Digital Marketing Specialist
-22.44698,-13.872808,Senior Data Scientist
-11.414445,24.30132,Energy Technology Enabler
-16.098743,16.354683,Senior Technical Recruiter
-0.3848031,-8.1755,Profesor de Data Analytics
-12.308824,-3.6209157,Senior Sales Account Manager
-9.699864,-4.757543,Sales & Marketing Consultant 
-2.8333952,-16.523048,Consultor BI Senior
21.22814,-20.766884,Analista de RR. HH.
2.1948512,15.035497,Co-Founder & Business Director
25.002895,-2.0302722,Accionista gerente
18.734951,-21.209242,Analista Datos
-7.2488823,7.206194,Branch Manager
9.461692,-23.738064,Asesor Comercial y administración
8.880347,4.515959,Departamento de Modelos para la Operación del Sistema
-15.2408285,6.133805,Sr Recruiting Analyst l Talent Acquisition Specialist
4.7894607,-20.262505,Director de proyecto Gen Emprendedor
-3.4252956,-9.500443,Consultor Bi y Big Data
-24.31902,-20.850216,Data Scientist
-22.402287,-0.25817627,Data & Analytics Consultant - Lighthouse
-24.31902,-20.850216,Data Scientist
-18.7284,-10.915616,Data Science Tech Leader at Scanntech
7.516956,2.4516497,Ingeniero de software
-24.094152,16.70794,Front-end Developer
-14.794252,-21.434128,Data Analyst
-27.184149,-4.78525,Data Engineering Analyst
0.78675306,25.820473,Social Network
-23.309261,1.4378934,Business Intelligence
25.321014,10.242708,Gerente Nacional 
-1.7427837,-0.62891155,CEO
-9.874336,-4.6572757,Sales Development Representative
0.66704994,-24.787231,Director general ejecutivo
-8.912738,-4.036124,Sr. Marketing Advisor
7.3625298,15.955013,CRA I
-20.57658,6.943231,"Associate Systems Engineer, Risk Finance"
1.3818603,19.168001,CTO & Founder
-11.0491,17.16842,Instructor
-7.1888556,21.381145,Community Platform Associate
-22.603888,11.076709,QA Engineer
-29.765722,-1.957901,Data Analyst | Scientist
21.919712,3.2197077,Dirección de Desarrollo de Negocio
-37.685295,4.668492,Software Developer
-11.521145,-15.552829,Director of the Computer Science Engineering
1.8495764,19.030775,Co-Founder & CTO
12.597449,-5.61991,Responsable de producto
-24.020582,16.937868,Backend web developer
-33.125656,5.209023,Machine Learning Engineer
-31.657648,-11.95918,Data Engineer
-8.867009,12.315088,Strategic IT Business Partner
-18.21648,1.7305175,Research Assistant
-29.794106,-5.8846226,Mid Data Engineer
-18.754513,-18.274248,Data Science Researcher
-6.736797,18.684847,Partner
27.185402,3.610829,Docente de Posgrado
-0.2335391,-8.052037,Docente Data Science
14.945886,-2.9284656,Analista de Planificación Académica
-22.256805,17.233019,RPG - RPGLE Developer
-12.299649,-5.910897,"Chief People Officer, Zubi Labs Venture Builder"
-18.65715,4.626377,Information System Security Officer
-24.317194,-20.853182,Data Scientist
2.785328,16.936361,Founder & CEO
-11.667771,5.131329,Business Traction Specialist
0.7951585,-21.628218,Fundador y Director
-22.440735,-13.878829,Senior Data Scientist
-24.317194,-20.853182,Data Scientist
-28.202085,0.026736153,Big Data Developer (Technician)
22.23943,11.367199,Gerente Regional La Paz
1.3762084,0.65708035,Business Development Manager - Latin America
-16.594282,8.2390175,IT Recruiter 
12.979685,3.0444689,Responsable de RRHH en CSC QuirónSalud
0.7467355,19.647238,CTO & Co-founder
-5.2722497,-0.6832329,Product Manager 
-32.57706,7.530063,Senior Machine Learning Engineer
1.13374,7.215477,Director general
-28.240604,-0.1405008,Big Data Developer - Data Engineer
-20.747494,-9.450788,Data Analyst Coordinator
-4.632294,-7.2240744,Chief Marketing Officer
-22.889631,1.0933833,Business Intelligence-Analystin
-23.904892,-5.476791,Data & AI Consultant
-19.515093,22.537346,Advanced Analytics Lead
2.4566298,23.116652,Founder
-31.791147,9.102813,Machine Learning Engineer I
-7.266604,-6.5248203,Sales Director
1.1172171,14.516494,Co-Founder | Project Manager
-3.83903,3.0207095,"Coach, Speaker, Businessman"
-5.1930366,27.612198,Undergraduate Student  | Mathematics
12.303921,20.622263,Ventas
36.696453,7.5650406,Gerente comercial
30.515203,-4.373464,Jefe de la Unidad de Operaciones 
-18.674255,6.4120965,IT Specialist
-28.345263,-2.778326,Data Engineer | Big Data
-15.774505,13.298976,Lead Scientist
-8.291794,-8.805146,Operation Manager
-6.617308,6.1578655,Yaigo Business Manager
4.666481,-5.9503503,Product Owner Squad Segmentos y Fidelización
-17.901451,-10.355353,Data Governance Specialist
0.7557952,15.137258,CoFounder & Country Manager
12.606536,6.5639806,Encargado de ventas para Bolivia de Bematech - Henry - Topdata - Zebra - Honeywell
-9.290327,23.68099,Digital Marketer for Growth
28.44855,5.1510158,Gerente ejecutivo de cuentas
-16.59472,8.238089,IT Recruiter 
-28.668911,-8.126798,Data & Analytics Engineer
-24.317194,-20.853182,Data scientist
11.988011,-15.9323015,Analista de procesos
15.921417,14.735458,ESTUDIANTE PERIODISMO EN (FEC) Capacitacion Cominicacional y Periodistica
23.8322,2.6770775,Capacitación y Formación
7.6151376,-14.768222,Consultor de proyectos y analítica
7.222367,19.65562,Psicóloga
-4.6348886,15.596439,Diseño Web Freelance
-23.917229,-0.13922952,BI Consultant - Data Analytics
8.678257,4.193277,Analista de procesos en transformación tecnológica y digital
-20.543135,-11.840124,Lead Data Scientist
-24.328901,-20.834858,Data Scientist
-9.596007,7.7161055,Manager Program Management
-20.808899,-1.0868632,Business Intelligence Manager
-31.62377,-12.033016,Data Engineer
-14.50801,17.933018,Recruiting
-23.990612,0.46346807,Business Intelligence Analyst Ssr IT
-1.0425662,10.799295,Community Manager
-27.739449,9.351109,Director of AI & Quantum Computing Solutions – Partner
-6.493619,8.5490675,Staff Accountant - Controller & Human Resources
-13.576457,24.521502,Java Full Stack Developer
-10.149097,14.768578,People Care team
32.773243,4.5404015,Jefe de ventas
-4.427739,-22.542791,Director comercial
-21.23546,9.544523,DevOps Engineer
-16.465845,7.9576974,Technical Recruiter I IT Headhunter
-24.821465,11.87562,Junior Software Developer
-27.080292,2.8330016,People Analytics
-8.390407,22.77806,Product Shipping Manager
12.953691,9.18315,Científico de datos
-25.553808,-20.76567,Data Scientist
-12.262986,23.984388,R&D Edge TPU Developer
-27.887978,9.183099,Machine Learning Team Lead
-25.553808,-20.76567,Data Scientist
-12.716624,18.876564,"Senior Manager, Tech Talent Acquisition"
-13.442379,4.5988426,Consultor QA 
14.433817,-14.571431,Investigador en Construcción 4.0
-25.572058,-20.732916,Data Scientist
-15.933255,-10.591146,"Area Director, Predictive and Digital Analytics"
-21.28854,-9.707848,Manager Data Scientist
-17.836605,6.057852,IT Consultant
12.626925,-0.021337606,Profesor de Python
-12.870229,19.683851,Talent Acquisition Lead
-28.038511,-1.180378,Senior Data Engineer (Experienced Technician)
-18.79276,-8.586111,Senior Data Architect
-20.26819,14.874568,Site Reliability Engineer ll
-22.474134,-13.901302,Senior Data Scientist
-13.500958,4.5028453,Consultor BI (Freelance)
-22.917784,-3.3445568,"AVP & Sr Director Data Science, Europe & LatAm"
15.8204775,3.2616847,Clases Abiertas sobre Automatización
-32.40754,10.9340315,Machine Learning Engineer
-2.009682,16.01605,CIO
-23.865303,17.468521,Developer Front End
27.185402,3.610829,Docente de Posgrado 
-13.466965,24.51766,Flutter developer
-1.5534863,7.6842947,DC Manager Cochabamba
-24.246094,11.030858,Associate Software Engineer
-26.859056,-3.302893,Business Analyst- Data Scientist
-23.94471,-19.781164,Data Scientist
-18.138857,19.770197,Game Quality Analyst Jr
-1.2101153,4.252419,Chief Executive Officer
-29.447369,-2.3546848,Data Scientist & Analyst
0.07993165,2.5584238,공동 CEO
-12.862383,-1.5463275,Senior Associate Auditor
-8.085353,10.366803,Digital Business Manager
-14.767079,-21.434853,Data Analyst
-21.462631,2.7197309,Quality Assurance Analyst
-1.2100149,4.2522907,Chief Executive Officer
-13.337726,4.8822603,Consultor agile
-14.252623,1.155458,Consultant
-19.655851,4.9009466,Operations Engineer
22.019714,7.8754187,Clases Privadas
26.258501,-18.272978,Consultora en Gestión de Talento Humano
-24.807484,12.544281,Software Tester
-24.881203,-21.48862,Data Scientist
9.701548,3.4326293,Ingeniero en Sistemas Electronicos
-18.570366,19.05935,Quality Asistant 
25.308903,6.293123,Autor de libros
8.06588,17.411352,Abogado
17.301592,2.549195,Especialista de Producto marca Kodak 
-16.594194,8.238782,IT Recruiter
-24.364275,-20.0598,Data Scientist
-5.3825383,4.133967,Scouting Coordinator
-24.370579,-20.717474,Data Scientist
-11.285959,6.0658226,Senior Engineer Manager - Food Vertical
-16.926376,5.4471006,Software Development Technical Leader
-2.3187277,-25.923576,Director de Finanzas
1.0502555,-9.197853,Analista de Seguridad Informática
-1.7328626,-0.845242,CEO 
-20.96176,-2.099722,Junior Business Intelligence Consultant
-18.006319,-10.414719,Data Science Team Leader
1.971779,-8.606308,Gerente de Tecnología de Información
-24.370579,-20.717474,Data Scientist
-7.9767847,6.279857,Warehouse Leader
-22.448303,-13.875023,Senior Data Scientist
-29.016056,7.9592104,Machine Learning Consultant
-18.00327,22.953651,Machine Learning Manager
2.4566298,23.116652,Founder
12.953691,9.18315,Científico de datos
-24.362976,-20.738653,Data Scientist
-37.172256,-2.5295458,Software Engineer
-10.097154,-8.656366,IT Senior Manager
-12.476454,16.06754,Support Teacher 
-22.096481,17.218851,ETL Developer
-14.405269,6.549011,Talent Acquisition Coordinator
20.958378,10.521686,Gerente de Negocios para Paraguay
25.916393,-18.164446,Análista de Talento Humano
-12.659472,-19.704805,Data-analyst
-25.907291,2.379775,Sr. Data Analyst | DCC Kellogg LATAM
14.194518,-14.62286,Especialista de Inteligencia de Negocios
19.600554,22.006468,Gerente general
-2.861805,24.952747,Independent
-16.675491,15.658687,Talent Acquisition Analyst
-14.901019,-14.79293,Head of Data Science
-1.7607434,6.2785196,VP of People
-28.817083,2.3402529,WW Data Science
-32.558083,-6.4057345,Senior Data Engineer
-15.67192,18.238218,IT Recruiter- Talent Acquisition 
-28.976942,-0.25333577,Privacy Data Engineer - Data Scientist
8.576162,-22.622705,Administrador en Power Bi Latinoamérica
-2.683528,-16.455765,Consultor BI
0.23016334,2.6966515,CEO y Co Founder
2.5886812,0.68556684,Finance Manager Bolivia
-16.515253,17.125973,IT & Digital Talent Acquisition at Akuaro
-31.136692,9.360329,Software Developer (Machine Learning)
22.341925,-17.70651,Analista de selección de personal
5.348821,-15.454179,Consultor en recursos humanos (prácticas) 
-24.021181,-19.790903,Data Scientist
8.765243,3.6236446,Analista en Transformación Digital
-20.590183,9.670875,Network Engineer
-14.7953415,-21.432281,Data Analyst
-10.187113,-2.1423664,Account Manager
-7.907663,0.25150156,Global Management Trainee
-20.024033,4.359102,Senior Quality Assurance Analyst
-29.07108,-9.833083,Data Developer
-20.370785,-12.363618,Principal Data Scientist
16.913092,21.478651,Gerente General
-10.845968,0.7574443,Logistics Associate
-18.146254,19.706478,"Game Quality Analyst, Jr"
-15.584023,2.687054,Planning Analyst
-18.280838,20.191643,Game Quality Analyst Junior Advanced
-1.1086086,4.315216,Chief Executive Officer (CEO)
-23.270952,16.438791,Hands-on Software Architect 
-37.16884,-2.525979,Software Engineer
-27.575756,2.0012276,Social Data Analyst
-12.636225,-1.396539,Senior Asociate Advisory US
-16.216455,4.3378663,Lead Technical Consultant
-31.66654,-12.652702,Data Engineer
14.420256,-22.846415,Gerente Administrativo Financiero
12.49761,-8.893303,Gerente de Recursos Humanos / Industrias y Logística
-14.113028,-5.369208,Sales Engineer
4.6919384,-11.06297,Desarrollador de Android y Web  - Full Time Remoto
24.773659,-0.5481709,Practicante de Mantenimiento
21.796494,-3.3059351,Almacen Nacional y Abastecimiento
21.27567,-18.553503,Analista HSMA proyectos 
17.331917,10.83045,Técnico en Ensayos no Destructivos
2.598588,2.8994336,Ecosystem Sales Specialist Perú&Bolivia
-5.2738957,-7.82691,Director Of Public Relations
-14.487745,-11.574653,Head of Business Intelligence
-13.338997,13.441062,Photographer
0.45263895,-13.4837055,Programador informático
-11.394161,-8.788506,Principal Software Engineering Manager
-10.756283,1.160043,Inside Sales Associate
26.958065,3.1243532,Personal docente a tiempo completo 
21.937584,-6.3729115,Coordinador de gestion tecnica
11.025777,13.076988,Desempleado
6.395873,-21.322859,Supervisor de auditoría
-27.343395,5.947973,Cloud Technical Engineer Analytics
-24.362682,-20.65304,Data Scientist
8.02494,18.25111,Voluntaria
21.22814,-20.766884,Analista de RR. HH.
-16.512224,8.243908,IT Talent Recruiter
-28.851439,4.175841,Data Science Courses Tutor
-20.061518,23.298826,Data Viz Analyst IC3
-37.80935,1.9385893,Software Developer
-19.950827,23.483013,Data Visualization Manager
-14.354889,24.629961,Freelance Web Developer
28.392612,-8.402864,Asesor Comercial
1.9880953,22.340076,Founder & Co-Owner
14.640286,-14.580249,Especialista en Inteligencia Comercial
32.023735,1.8134886,Jefe de Maestranza
-0.48108703,-19.140953,Empresario
-20.33799,11.893493,DevOps Architect
11.548901,-15.860578,Analista de sistema
-7.4921713,-1.8847803,Public Relations
27.88756,6.747344,Gerente de líneas comerciales
8.785996,-18.931858,Fundador - Responsable del área Academica
-10.826014,12.58287,External Advisor
-14.774789,-21.434547,Data Analyst
-11.04919,17.168365,Instructor
-19.7109,-14.697035,Senior Data Specialist
-24.366991,-20.626543,Data Scientist
7.745725,2.2141347,Programadora QlikSense
-27.63919,-0.7384775,Data Visualization Engineer
-21.144444,-1.6063412,Microsoft Analytics Senior Consultant
-24.364174,-20.64535,Data Scientist
-2.635018,-11.2660675,Analista de Gestión de Información | Power BI Developer en MAPFRE
6.892571,-19.114017,Facilitador de formación
-19.983902,23.533375,Data Migration Analyst
-22.441908,-13.882986,Senior Data Scientist
-14.305462,-11.396485, Director Business Intelligence Hoteles
-24.364174,-20.64535,Data Scientist
-14.318651,15.025032,Research Intern
1.3375102,17.861395,CEO Co-founder
-11.37728,-8.182013,Research & Project Manager
-9.784921,-8.867611,Technical Manager
-22.441977,-13.880537,Senior Data Scientist
-21.78828,-5.7128806,Business Intelligence Analyst
-24.364174,-20.64535,Data Scientist
-8.0387,21.011524,Retention Account Manager
-28.372437,7.339926,Data Engineering & Strategy Manager - Applied Intelligence - AI.LATAM HUB
-24.366405,-20.63163,Data Scientist
-24.366405,-20.63163,Data Scientist
-31.561829,-11.953391,Data Engineer
-27.734962,5.777671,BigData Hadoop/Spark - Lead Developer
-0.35156855,-8.37829,Subgerente Adjunto Data Scientist de Auditoria Continua
-14.792342,-21.43256,Data Analyst
-19.946682,23.656116,Wind Power Data Analyst
-26.659933,-0.7152703,Data Science Ssr Engineer
8.460081,-1.3246372,Analista de Datos de Revenue Management
-21.59158,14.234122,Research Development Electronic Engineer
-29.016056,7.9592104,Machine Learning Consultant
-24.363808,-20.648458,Data Scientist
-34.90146,3.4579556,Software Developer
-13.410595,3.2571049,CPM Consultant
-24.411299,11.201325,Software Engineer II
-23.097187,0.024287743,"Senior Data Analyst, Engagement & Retention Analytics"
-24.36522,-20.650787,Data Scientist
-24.36643,-20.644476,Data Scientist
-14.347216,0.380837,Economic Consultant
-24.366198,-20.645422,Data Scientist
-29.044113,-6.6752186,Sr Data Engineer
-7.3910346,9.700605,Strategic and Initiative Lead
2.7954075,16.918287,Founder and CEO
-24.370306,-20.648855,Data Scientist
-24.366198,-20.645422,Data Scientist
-12.237802,-14.407569,Chief Technology Officer and BigData
1.4773302,-8.05585,Analista de Información de Riesgo
-35.66628,3.5225527,Software Developer
-24.366198,-20.645422,Data Scientist
-11.272109,-15.417016,Head of Artificial Intelligence and Machine Learning
6.8751874,15.542102,Étudiant
-22.441814,-13.881544,Senior Data Scientist
-14.72649,-13.44497,Director & HEAD of Data & Analytics 
-24.370306,-20.648855,Data Scientist
-24.600536,0.14071633,Data Project Specialist - Data Hub
-32.177307,-11.776975,Data Engineer
-22.48243,-13.890251,Senior Data Scientist
-28.125479,2.5161052,Credit Risk Data Scientist
11.506171,-14.124135,Auxiliar de Análisis Estadístico
3.4134238,-23.34742,Director Gobierno de Información
9.65443,5.982694,Analista QA
-1.8281412,-6.7665186,Head of Data Engineering at Bancolombia
-6.3156815,7.253227,Account Manager UK
-35.66628,3.5225527,Software Developer
-23.138134,-3.1621861,Regional Data Science Specialist for LATAM 
-11.414901,-11.33886,Project Manager
19.214228,25.085026,Gerente general
-19.785784,8.670905,Lead Developer
-12.659502,-19.704775,Data-analyst
-22.462912,-13.899911,Senior Data Scientist
-26.962587,-6.3006673,Digital Analyst
-32.558094,-6.4057465,Senior Data Engineer
-17.600056,-0.92500633,Jr Actuarial Analyst
15.674084,-3.3961961,Encargada de planificación y operaciones
8.772376,1.4405199,Líder de innovación y transformación digital
-32.558,-6.4057837,Senior Data Engineer
2.6066446,21.582376,Gerente BI & Co-founder
-31.557568,-11.9435425,Data Engineer
-31.563908,-11.957601,Data Engineer
-24.4211,-0.33175588,Business Intelligence Developer
-18.497673,-4.8625436,Product Analyst
-12.137575,5.496291,Tech Lead (Commercial Products)
-26.17909,-6.8078833,Data Engineering Manager
-27.55821,2.847654,Engineer data analysis
-31.538319,-11.898381,Data Engineer
-3.2512069,2.7679021,CEO Classmate-Edx
-13.42538,11.050398,UX/UI Designer and Web Designer at Recess.tv
-24.559946,-0.28252637,"Data Architect, Data lake & Analytics."
-28.562101,-3.3679013,Big Data Engineer
-1.7463828,-0.9028626,CEO
7.214208,-2.9107196,Analista de trade marketing
-26.245909,3.900675,"Web mananger, Data Analytics"
-31.53713,-11.896061,Data Engineer
-5.693038,-7.606893,Director of Product Marketing
-11.147447,8.442472,Project Development Manager
-6.736925,18.684788,Partner
8.822022,10.946804,Fundador
-31.537895,-11.895745,Data Engineer
-31.540422,-11.895962,Data Engineer
-22.941196,1.3257049,Enterprise Analyst II
27.945293,-12.283675,Gerente Nacional de Recursos Humanos
-21.234743,9.544529,DevOps Engineer
-26.84325,-0.39351544,Ssr. Data Engineer - MLOps Engineer
24.290152,-7.6175294,Asistente de cartera y finanzas
-28.045813,-0.4478134,Freelance Data Engineer  | Freelance Data Specialist  | Freelance  Software Engineer
-19.321285,6.9428205,Information Technology Trainee
-37.1728,-2.53107,Software Engineer
-31.554014,-11.940433,Data Engineer
-31.553438,-11.9347925,Data Engineer
-30.37309,7.8543878,Lead Machine Learning Engineer
25.602741,-0.7084833,tecnico en reparacion
-1.7894616,-0.8323522,CEO
-2.5922518,-11.481887,Docente Data Mining
-24.21198,11.319182,Associate Software Engineering
-15.113476,3.3952885,Product Architect
-13.957524,24.662407,Freelance Python Developer
-27.82589,-0.47298658,Big Data Operations Sr. Engineer
-29.031988,-5.557277,Storage and Data Protection Engineer
-31.558527,-11.947341,Data Engineer
-6.400982,-7.760089,Product and Academic Director
-31.55161,-11.928358,Data Engineer
-32.55819,-6.4057145,Senior Data Engineer
-32.558174,-6.405721,Senior Data Engineer
-31.542057,-11.907816,Data Engineer
-31.543537,-11.908002,Data Engineer
-25.518375,-9.451049,Data Science Sr Analyst
-3.7289834,12.64838,Customer Experience
-32.558083,-6.4057345,Senior Data Engineer
-21.344086,17.639536,RPA Developer
-32.558052,-6.405802,Senior Data Engineer
-31.11444,-11.462598,Data Engineer
-31.251198,-5.932655,Semi Senior Data Engineer
-31.125982,-11.44978,Data Engineer
-25.811548,5.091174,Data Steward
-32.557884,-6.4058266,Senior Data Engineer
